Varga,Varga_Name,Influencing_Planet,Modifying_Planet,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,Rahu,Ketu
D1,Rasi,Sun,Sun,1.0[K],3.5[K],5.2[K],3.2[K],1.6[K],6.8[K],4.7[K],3.0[K],1.4[K],,,7.6[K],4.4[K],7.6[K]
D1,Rasi,Sun,Moon,3.7[G],13.3[G],19.6[G],12.2[G],6.1[G],25.7[G],17.8[G],11.2[G],5.3[G],,,28.6[G],16.7[G],28.6[G]
D1,Rasi,Sun,Mars,3.9[G],14.0[G],20.6[G],12.8[G],6.4[G],26.9[G],18.7[G],11.8[G],5.6[G],,,30.0[G],17.5[G],30.0[G]
D1,Rasi,Sun,Mercury,,,,,,,,,,,,,,
D1,Rasi,Sun,Jupiter,3.6[G],12.9[G],19.0[G],11.8[G],5.9[G],24.9[G],17.2[G],10.9[G],5.1[G],,,27.7[G],16.2[G],27.7[G]
D1,Rasi,Sun,Venus,,,,,,,,,,,,,,
D1,Rasi,Sun,Saturn,,,,,,,,,,,,,,
D1,Rasi,Moon,Sun,,11.9[G],11.6[G],41.0[G],29.6[G],16.8[G],5.1[G],,,42.7[G],2.4[G],19.8[G],25.7[G],6.3[G]
D1,Rasi,Moon,Moon,,4.0[K],3.9[K],13.6[K],9.9[K],5.6[K],1.7[K],,,14.2[K],0.8[K],6.6[K],8.5[K],2.1[K]
D1,Rasi,Moon,Mars,,,,,,,,,,,,,,
D1,Rasi,Moon,Mercury,,12.8[G],12.4[G],44.0[G],31.8[G],18.1[G],5.4[G],,,45.9[G],2.6[G],21.2[G],27.6[G],6.8[G]
D1,Rasi,Moon,Jupiter,,23.8[G],23.1[G],81.8[G],59.1[G],33.5[G],10.1[G],,,85.2[G],4.8[G],39.4[G],51.3[G],12.6[G]
D1,Rasi,Moon,Venus,,,,,,,,,,,,,,
D1,Rasi,Moon,Saturn,,,,,,,,,,,,,,
D1,Rasi,Mercury,Sun,5.4[G],31.3[G],72.4[G],53.2[G],4.1[G],96.1[G],68.8[G],46.2[G],25.7[G],3.7[G],,99.0[G],28.3[G],99.0[G]
D1,Rasi,Mercury,Moon,2.5[R],14.3[R],33.1[R],24.3[R],1.9[R],43.9[R],31.5[R],21.1[R],11.7[R],1.7[R],,45.3[R],12.9[R],45.3[R]
D1,Rasi,Mercury,Mars,,,,,,,,,,,,,,
D1,Rasi,Mercury,Mercury,0.9[K],5.2[K],12.1[K],8.9[K],0.7[K],16.0[K],11.5[K],7.7[K],4.3[K],0.6[K],,16.5[K],4.7[K],16.5[K]
D1,Rasi,Mercury,Jupiter,,,,,,,,,,,,,,
D1,Rasi,Mercury,Venus,,,,,,,,,,,,,,
D1,Rasi,Mercury,Saturn,,,,,,,,,,,,,,
D1,Rasi,Jupiter,Sun,,,,,,,,,,,,,,
D1,Rasi,Jupiter,Moon,,49.0[G],8.8[G],69.3[G],53.6[G],54.9[G],10.7[G],,,69.6[G],1.4[G],27.2[G],60.0[G],7.8[G]
D1,Rasi,Jupiter,Mars,,49.0[G],8.8[G],69.3[G],53.6[G],54.9[G],10.7[G],,,69.6[G],1.4[G],27.2[G],60.0[G],7.8[G]
D1,Rasi,Jupiter,Mercury,,23.8[R],4.3[R],33.6[R],26.0[R],26.7[R],5.2[R],,,33.8[R],0.7[R],13.2[R],29.1[R],3.8[R]
D1,Rasi,Jupiter,Jupiter,,8.2[K],1.5[K],11.6[K],8.9[K],9.2[K],1.8[K],,,11.6[K],0.2[K],4.5[K],10.0[K],1.3[K]
D1,Rasi,Jupiter,Venus,,18.5[R],3.3[R],26.1[R],20.2[R],20.7[R],4.1[R],,,26.2[R],0.5[R],10.2[R],22.6[R],2.9[R]
D1,Rasi,Jupiter,Saturn,,,,,,,,,,,,,,
D1,Rasi,Saturn,Sun,,,,,,,,,,,,,,
D1,Rasi,Saturn,Moon,,6.3[R],20.3[R],15.7[R],9.6[R],5.9[R],19.0[R],14.2[R],11.8[R],20.7[R],,,5.8[R],
D1,Rasi,Saturn,Mars,,6.9[R],22.4[R],17.3[R],10.6[R],6.5[R],20.9[R],15.7[R],13.1[R],22.8[R],,,6.4[R],
D1,Rasi,Saturn,Mercury,,,,,,,,,,,,,,
D1,Rasi,Saturn,Jupiter,,,,,,,,,,,,,,
D1,Rasi,Saturn,Venus,,24.1[G],78.4[G],60.4[G],37.2[G],22.9[G],73.2[G],54.7[G],45.7[G],79.7[G],,,22.3[G],
D1,Rasi,Saturn,Saturn,,4.0[K],13.1[K],10.1[K],6.2[K],3.8[K],12.2[K],9.1[K],7.6[K],13.3[K],,,3.7[K],
D2,Hora,Sun,Sun,1.0[K],3.5[K],5.2[K],3.2[K],1.6[K],6.8[K],4.7[K],3.0[K],1.4[K],,,7.6[K],4.4[K],7.6[K]
D2,Hora,Sun,Moon,3.7[G],13.3[G],19.6[G],12.2[G],6.1[G],25.7[G],17.8[G],11.2[G],5.3[G],,,28.6[G],16.7[G],28.6[G]
D2,Hora,Sun,Mars,3.9[G],14.0[G],20.6[G],12.8[G],6.4[G],26.9[G],18.7[G],11.8[G],5.6[G],,,30.0[G],17.5[G],30.0[G]
D2,Hora,Sun,Mercury,,,,,,,,,,,,,,
D2,Hora,Sun,Jupiter,3.6[G],12.9[G],19.0[G],11.8[G],5.9[G],24.9[G],17.2[G],10.9[G],5.1[G],,,27.7[G],16.2[G],27.7[G]
D2,Hora,Sun,Venus,,,,,,,,,,,,,,
D2,Hora,Sun,Saturn,,,,,,,,,,,,,,
D2,Hora,Moon,Sun,,11.9[G],11.6[G],41.0[G],29.6[G],16.8[G],5.1[G],,,42.7[G],2.4[G],19.8[G],25.7[G],6.3[G]
D2,Hora,Moon,Moon,,4.0[K],3.9[K],13.6[K],9.9[K],5.6[K],1.7[K],,,14.2[K],0.8[K],6.6[K],8.5[K],2.1[K]
D2,Hora,Moon,Mars,,,,,,,,,,,,,,
D2,Hora,Moon,Mercury,,12.8[G],12.4[G],44.0[G],31.8[G],18.1[G],5.4[G],,,45.9[G],2.6[G],21.2[G],27.6[G],6.8[G]
D2,Hora,Moon,Jupiter,,23.8[G],23.1[G],81.8[G],59.1[G],33.5[G],10.1[G],,,85.2[G],4.8[G],39.4[G],51.3[G],12.6[G]
D2,Hora,Moon,Venus,,,,,,,,,,,,,,
D2,Hora,Moon,Saturn,,,,,,,,,,,,,,
D2,Hora,Mercury,Sun,5.4[G],31.3[G],72.4[G],53.2[G],4.1[G],96.1[G],68.8[G],46.2[G],25.7[G],3.7[G],,99.0[G],28.3[G],99.0[G]
D2,Hora,Mercury,Moon,2.5[R],14.3[R],33.1[R],24.3[R],1.9[R],43.9[R],31.5[R],21.1[R],11.7[R],1.7[R],,45.3[R],12.9[R],45.3[R]
D2,Hora,Mercury,Mars,,,,,,,,,,,,,,
D2,Hora,Mercury,Mercury,0.9[K],5.2[K],12.1[K],8.9[K],0.7[K],16.0[K],11.5[K],7.7[K],4.3[K],0.6[K],,16.5[K],4.7[K],16.5[K]
D2,Hora,Mercury,Jupiter,,,,,,,,,,,,,,
D2,Hora,Mercury,Venus,,,,,,,,,,,,,,
D2,Hora,Mercury,Saturn,,,,,,,,,,,,,,
D2,Hora,Jupiter,Sun,,,,,,,,,,,,,,
D2,Hora,Jupiter,Moon,,49.0[G],8.8[G],69.3[G],53.6[G],54.9[G],10.7[G],,,69.6[G],1.4[G],27.2[G],60.0[G],7.8[G]
D2,Hora,Jupiter,Mars,,49.0[G],8.8[G],69.3[G],53.6[G],54.9[G],10.7[G],,,69.6[G],1.4[G],27.2[G],60.0[G],7.8[G]
D2,Hora,Jupiter,Mercury,,23.8[R],4.3[R],33.6[R],26.0[R],26.7[R],5.2[R],,,33.8[R],0.7[R],13.2[R],29.1[R],3.8[R]
D2,Hora,Jupiter,Jupiter,,8.2[K],1.5[K],11.6[K],8.9[K],9.2[K],1.8[K],,,11.6[K],0.2[K],4.5[K],10.0[K],1.3[K]
D2,Hora,Jupiter,Venus,,18.5[R],3.3[R],26.1[R],20.2[R],20.7[R],4.1[R],,,26.2[R],0.5[R],10.2[R],22.6[R],2.9[R]
D2,Hora,Jupiter,Saturn,,,,,,,,,,,,,,
D2,Hora,Saturn,Sun,,,,,,,,,,,,,,
D2,Hora,Saturn,Moon,,6.3[R],20.3[R],15.7[R],9.6[R],5.9[R],19.0[R],14.2[R],11.8[R],20.7[R],,,5.8[R],
D2,Hora,Saturn,Mars,,6.9[R],22.4[R],17.3[R],10.6[R],6.5[R],20.9[R],15.7[R],13.1[R],22.8[R],,,6.4[R],
D2,Hora,Saturn,Mercury,,,,,,,,,,,,,,
D2,Hora,Saturn,Jupiter,,,,,,,,,,,,,,
D2,Hora,Saturn,Venus,,24.1[G],78.4[G],60.4[G],37.2[G],22.9[G],73.2[G],54.7[G],45.7[G],79.7[G],,,22.3[G],
D2,Hora,Saturn,Saturn,,4.0[K],13.1[K],10.1[K],6.2[K],3.8[K],12.2[K],9.1[K],7.6[K],13.3[K],,,3.7[K],
D3,Drekkana,Sun,Sun,1.0[K],3.5[K],5.2[K],3.2[K],1.6[K],6.8[K],4.7[K],3.0[K],1.4[K],,,7.6[K],4.4[K],7.6[K]
D3,Drekkana,Sun,Moon,3.7[G],13.3[G],19.6[G],12.2[G],6.1[G],25.7[G],17.8[G],11.2[G],5.3[G],,,28.6[G],16.7[G],28.6[G]
D3,Drekkana,Sun,Mars,3.9[G],14.0[G],20.6[G],12.8[G],6.4[G],26.9[G],18.7[G],11.8[G],5.6[G],,,30.0[G],17.5[G],30.0[G]
D3,Drekkana,Sun,Mercury,,,,,,,,,,,,,,
D3,Drekkana,Sun,Jupiter,3.6[G],12.9[G],19.0[G],11.8[G],5.9[G],24.9[G],17.2[G],10.9[G],5.1[G],,,27.7[G],16.2[G],27.7[G]
D3,Drekkana,Sun,Venus,,,,,,,,,,,,,,
D3,Drekkana,Sun,Saturn,,,,,,,,,,,,,,
D3,Drekkana,Moon,Sun,,11.9[G],11.6[G],41.0[G],29.6[G],16.8[G],5.1[G],,,42.7[G],2.4[G],19.8[G],25.7[G],6.3[G]
D3,Drekkana,Moon,Moon,,4.0[K],3.9[K],13.6[K],9.9[K],5.6[K],1.7[K],,,14.2[K],0.8[K],6.6[K],8.5[K],2.1[K]
D3,Drekkana,Moon,Mars,,,,,,,,,,,,,,
D3,Drekkana,Moon,Mercury,,12.8[G],12.4[G],44.0[G],31.8[G],18.1[G],5.4[G],,,45.9[G],2.6[G],21.2[G],27.6[G],6.8[G]
D3,Drekkana,Moon,Jupiter,,23.8[G],23.1[G],81.8[G],59.1[G],33.5[G],10.1[G],,,85.2[G],4.8[G],39.4[G],51.3[G],12.6[G]
D3,Drekkana,Moon,Venus,,,,,,,,,,,,,,
D3,Drekkana,Moon,Saturn,,,,,,,,,,,,,,
D3,Drekkana,Mercury,Sun,5.4[G],31.3[G],72.4[G],53.2[G],4.1[G],96.1[G],68.8[G],46.2[G],25.7[G],3.7[G],,99.0[G],28.3[G],99.0[G]
D3,Drekkana,Mercury,Moon,2.5[R],14.3[R],33.1[R],24.3[R],1.9[R],43.9[R],31.5[R],21.1[R],11.7[R],1.7[R],,45.3[R],12.9[R],45.3[R]
D3,Drekkana,Mercury,Mars,,,,,,,,,,,,,,
D3,Drekkana,Mercury,Mercury,0.9[K],5.2[K],12.1[K],8.9[K],0.7[K],16.0[K],11.5[K],7.7[K],4.3[K],0.6[K],,16.5[K],4.7[K],16.5[K]
D3,Drekkana,Mercury,Jupiter,,,,,,,,,,,,,,
D3,Drekkana,Mercury,Venus,,,,,,,,,,,,,,
D3,Drekkana,Mercury,Saturn,,,,,,,,,,,,,,
D3,Drekkana,Jupiter,Sun,,,,,,,,,,,,,,
D3,Drekkana,Jupiter,Moon,,49.0[G],8.8[G],69.3[G],53.6[G],54.9[G],10.7[G],,,69.6[G],1.4[G],27.2[G],60.0[G],7.8[G]
D3,Drekkana,Jupiter,Mars,,49.0[G],8.8[G],69.3[G],53.6[G],54.9[G],10.7[G],,,69.6[G],1.4[G],27.2[G],60.0[G],7.8[G]
D3,Drekkana,Jupiter,Mercury,,23.8[R],4.3[R],33.6[R],26.0[R],26.7[R],5.2[R],,,33.8[R],0.7[R],13.2[R],29.1[R],3.8[R]
D3,Drekkana,Jupiter,Jupiter,,8.2[K],1.5[K],11.6[K],8.9[K],9.2[K],1.8[K],,,11.6[K],0.2[K],4.5[K],10.0[K],1.3[K]
D3,Drekkana,Jupiter,Venus,,18.5[R],3.3[R],26.1[R],20.2[R],20.7[R],4.1[R],,,26.2[R],0.5[R],10.2[R],22.6[R],2.9[R]
D3,Drekkana,Jupiter,Saturn,,,,,,,,,,,,,,
D3,Drekkana,Saturn,Sun,,,,,,,,,,,,,,
D3,Drekkana,Saturn,Moon,,6.3[R],20.3[R],15.7[R],9.6[R],5.9[R],19.0[R],14.2[R],11.8[R],20.7[R],,,5.8[R],
D3,Drekkana,Saturn,Mars,,6.9[R],22.4[R],17.3[R],10.6[R],6.5[R],20.9[R],15.7[R],13.1[R],22.8[R],,,6.4[R],
D3,Drekkana,Saturn,Mercury,,,,,,,,,,,,,,
D3,Drekkana,Saturn,Jupiter,,,,,,,,,,,,,,
D3,Drekkana,Saturn,Venus,,24.1[G],78.4[G],60.4[G],37.2[G],22.9[G],73.2[G],54.7[G],45.7[G],79.7[G],,,22.3[G],
D3,Drekkana,Saturn,Saturn,,4.0[K],13.1[K],10.1[K],6.2[K],3.8[K],12.2[K],9.1[K],7.6[K],13.3[K],,,3.7[K],
D4,Chaturthamsa,Sun,Sun,1.5[K],5.4[K],7.9[K],4.9[K],2.5[K],10.3[K],7.2[K],4.5[K],2.1[K],,,11.5[K],6.7[K],11.5[K]
D4,Chaturthamsa,Sun,Moon,5.6[G],20.2[G],29.7[G],18.5[G],9.3[G],38.9[G],27.0[G],17.0[G],8.0[G],,,43.4[G],25.3[G],43.4[G]
D4,Chaturthamsa,Sun,Mars,5.9[G],21.2[G],31.2[G],19.4[G],9.7[G],40.8[G],28.3[G],17.9[G],8.4[G],,,45.6[G],26.5[G],45.6[G]
D4,Chaturthamsa,Sun,Mercury,,,,,,,,,,,,,,
D4,Chaturthamsa,Sun,Jupiter,5.4[G],19.6[G],28.8[G],17.9[G],9.0[G],37.7[G],26.1[G],16.5[G],7.8[G],,,42.1[G],24.5[G],42.1[G]
D4,Chaturthamsa,Sun,Venus,,,,,,,,,,,,,,
D4,Chaturthamsa,Sun,Saturn,,,,,,,,,,,,,,
D4,Chaturthamsa,Moon,Sun,,12.5[G],12.2[G],43.0[G],31.1[G],17.6[G],5.3[G],,,44.8[G],2.5[G],20.7[G],27.0[G],6.7[G]
D4,Chaturthamsa,Moon,Moon,,4.2[K],4.0[K],14.3[K],10.3[K],5.9[K],1.8[K],,,14.9[K],0.8[K],6.9[K],9.0[K],2.2[K]
D4,Chaturthamsa,Moon,Mars,,,,,,,,,,,,,,
D4,Chaturthamsa,Moon,Mercury,,13.4[G],13.1[G],46.2[G],33.4[G],18.9[G],5.7[G],,,48.1[G],2.7[G],22.3[G],29.0[G],7.1[G]
D4,Chaturthamsa,Moon,Jupiter,,25.0[G],24.3[G],85.8[G],62.0[G],35.2[G],10.6[G],,,89.4[G],5.0[G],41.4[G],53.8[G],13.3[G]
D4,Chaturthamsa,Moon,Venus,,,,,,,,,,,,,,
D4,Chaturthamsa,Moon,Saturn,,,,,,,,,,,,,,
D4,Chaturthamsa,Mercury,Sun,5.4[G],31.0[G],71.7[G],52.6[G],4.1[G],95.1[G],68.1[G],45.7[G],25.4[G],3.6[G],,98.0[G],28.0[G],98.0[G]
D4,Chaturthamsa,Mercury,Moon,2.4[R],14.1[R],32.6[R],23.9[R],1.8[R],43.2[R],31.0[R],20.8[R],11.5[R],1.7[R],,44.5[R],12.7[R],44.5[R]
D4,Chaturthamsa,Mercury,Mars,,,,,,,,,,,,,,
D4,Chaturthamsa,Mercury,Mercury,0.9[K],5.2[K],11.9[K],8.8[K],0.7[K],15.8[K],11.4[K],7.6[K],4.2[K],0.6[K],,16.3[K],4.7[K],16.3[K]
D4,Chaturthamsa,Mercury,Jupiter,,,,,,,,,,,,,,
D4,Chaturthamsa,Mercury,Venus,,,,,,,,,,,,,,
D4,Chaturthamsa,Mercury,Saturn,,,,,,,,,,,,,,
D4,Chaturthamsa,Jupiter,Sun,,,,,,,,,,,,,,
D4,Chaturthamsa,Jupiter,Moon,,47.9[G],8.6[G],67.8[G],52.4[G],53.7[G],10.5[G],,,68.1[G],1.4[G],26.6[G],58.7[G],7.6[G]
D4,Chaturthamsa,Jupiter,Mars,,47.9[G],8.6[G],67.8[G],52.4[G],53.7[G],10.5[G],,,68.1[G],1.4[G],26.6[G],58.7[G],7.6[G]
D4,Chaturthamsa,Jupiter,Mercury,,23.2[R],4.2[R],32.9[R],25.4[R],26.0[R],5.1[R],,,33.0[R],0.7[R],12.9[R],28.4[R],3.7[R]
D4,Chaturthamsa,Jupiter,Jupiter,,8.0[K],1.4[K],11.3[K],8.7[K],9.0[K],1.8[K],,,11.3[K],0.2[K],4.4[K],9.8[K],1.3[K]
D4,Chaturthamsa,Jupiter,Venus,,17.8[R],3.2[R],25.1[R],19.4[R],19.9[R],3.9[R],,,25.2[R],0.5[R],9.9[R],21.8[R],2.8[R]
D4,Chaturthamsa,Jupiter,Saturn,,,,,,,,,,,,,,
D4,Chaturthamsa,Saturn,Sun,,,,,,,,,,,,,,
D4,Chaturthamsa,Saturn,Moon,,6.7[R],21.6[R],16.7[R],10.3[R],6.3[R],20.2[R],15.1[R],12.6[R],22.0[R],,,6.1[R],
D4,Chaturthamsa,Saturn,Mars,,7.3[R],23.7[R],18.2[R],11.2[R],6.9[R],22.1[R],16.5[R],13.8[R],24.0[R],,,6.7[R],
D4,Chaturthamsa,Saturn,Mercury,,,,,,,,,,,,,,
D4,Chaturthamsa,Saturn,Jupiter,,,,,,,,,,,,,,
D4,Chaturthamsa,Saturn,Venus,,24.5[G],79.7[G],61.4[G],37.8[G],23.2[G],74.5[G],55.6[G],46.4[G],81.0[G],,,22.6[G],
D4,Chaturthamsa,Saturn,Saturn,,4.1[K],13.3[K],10.2[K],6.3[K],3.9[K],12.4[K],9.3[K],7.7[K],13.5[K],,,3.8[K],
D7,Saptamsa,Sun,Sun,1.2[K],4.2[K],6.2[K],3.9[K],1.9[K],8.2[K],5.7[K],3.6[K],1.7[K],,,9.1[K],5.3[K],9.1[K]
D7,Saptamsa,Sun,Moon,4.4[G],15.9[G],23.5[G],14.6[G],7.3[G],30.7[G],21.3[G],13.5[G],6.3[G],,,34.3[G],20.0[G],34.3[G]
D7,Saptamsa,Sun,Mars,4.6[G],16.7[G],24.6[G],15.3[G],7.7[G],32.3[G],22.3[G],14.1[G],6.7[G],,,36.0[G],20.9[G],36.0[G]
D7,Saptamsa,Sun,Mercury,,,,,,,,,,,,,,
D7,Saptamsa,Sun,Jupiter,4.3[G],15.4[G],22.8[G],14.1[G],7.1[G],29.8[G],20.6[G],13.0[G],6.1[G],,,33.2[G],19.3[G],33.2[G]
D7,Saptamsa,Sun,Venus,,,,,,,,,,,,,,
D7,Saptamsa,Sun,Saturn,,,,,,,,,,,,,,
D7,Saptamsa,Moon,Sun,,12.4[G],12.0[G],42.5[G],30.7[G],17.4[G],5.2[G],,,44.2[G],2.5[G],20.5[G],26.6[G],6.6[G]
D7,Saptamsa,Moon,Moon,,4.1[K],4.0[K],14.1[K],10.2[K],5.8[K],1.7[K],,,14.7[K],0.8[K],6.8[K],8.8[K],2.2[K]
D7,Saptamsa,Moon,Mars,,,,,,,,,,,,,,
D7,Saptamsa,Moon,Mercury,,13.3[G],12.9[G],45.6[G],32.9[G],18.7[G],5.6[G],,,47.5[G],2.7[G],22.0[G],28.6[G],7.0[G]
D7,Saptamsa,Moon,Jupiter,,24.6[G],23.9[G],84.7[G],61.2[G],34.7[G],10.4[G],,,88.2[G],5.0[G],40.8[G],53.1[G],13.1[G]
D7,Saptamsa,Moon,Venus,,,,,,,,,,,,,,
D7,Saptamsa,Moon,Saturn,,,,,,,,,,,,,,
D7,Saptamsa,Mercury,Sun,5.3[G],30.9[G],71.3[G],52.4[G],4.0[G],94.6[G],67.8[G],45.5[G],25.3[G],3.6[G],,97.5[G],27.8[G],97.5[G]
D7,Saptamsa,Mercury,Moon,2.4[R],14.0[R],32.3[R],23.7[R],1.8[R],42.9[R],30.7[R],20.6[R],11.5[R],1.6[R],,44.2[R],12.6[R],44.2[R]
D7,Saptamsa,Mercury,Mars,,,,,,,,,,,,,,
D7,Saptamsa,Mercury,Mercury,0.9[K],5.1[K],11.9[K],8.7[K],0.7[K],15.8[K],11.3[K],7.6[K],4.2[K],0.6[K],,16.3[K],4.6[K],16.3[K]
D7,Saptamsa,Mercury,Jupiter,,,,,,,,,,,,,,
D7,Saptamsa,Mercury,Venus,,,,,,,,,,,,,,
D7,Saptamsa,Mercury,Saturn,,,,,,,,,,,,,,
D7,Saptamsa,Jupiter,Sun,,,,,,,,,,,,,,
D7,Saptamsa,Jupiter,Moon,,49.0[G],8.8[G],69.3[G],53.6[G],54.9[G],10.7[G],,,69.6[G],1.4[G],27.2[G],60.0[G],7.8[G]
D7,Saptamsa,Jupiter,Mars,,49.0[G],8.8[G],69.3[G],53.6[G],54.9[G],10.7[G],,,69.6[G],1.4[G],27.2[G],60.0[G],7.8[G]
D7,Saptamsa,Jupiter,Mercury,,23.8[R],4.3[R],33.6[R],26.0[R],26.7[R],5.2[R],,,33.8[R],0.7[R],13.2[R],29.1[R],3.8[R]
D7,Saptamsa,Jupiter,Jupiter,,8.2[K],1.5[K],11.6[K],8.9[K],9.2[K],1.8[K],,,11.6[K],0.2[K],4.5[K],10.0[K],1.3[K]
D7,Saptamsa,Jupiter,Venus,,18.5[R],3.3[R],26.1[R],20.2[R],20.7[R],4.1[R],,,26.2[R],0.5[R],10.2[R],22.6[R],2.9[R]
D7,Saptamsa,Jupiter,Saturn,,,,,,,,,,,,,,
D7,Saptamsa,Saturn,Sun,,,,,,,,,,,,,,
D7,Saptamsa,Saturn,Moon,,7.8[R],25.4[R],19.6[R],12.1[R],7.4[R],23.7[R],17.7[R],14.8[R],25.8[R],,,7.2[R],
D7,Saptamsa,Saturn,Mars,,8.4[R],27.2[R],21.0[R],12.9[R],7.9[R],25.4[R],19.0[R],15.9[R],27.7[R],,,7.7[R],
D7,Saptamsa,Saturn,Mercury,,,,,,,,,,,,,,
D7,Saptamsa,Saturn,Jupiter,,,,,,,,,,,,,,
D7,Saptamsa,Saturn,Venus,,25.7[G],83.5[G],64.3[G],39.6[G],24.3[G],78.0[G],58.3[G],48.6[G],84.8[G],,,23.7[G],
D7,Saptamsa,Saturn,Saturn,,4.3[K],13.9[K],10.7[K],6.6[K],4.1[K],13.0[K],9.7[K],8.1[K],14.1[K],,,4.0[K],
D9,Navamsa,Sun,Sun,1.0[K],3.5[K],5.2[K],3.2[K],1.6[K],6.8[K],4.7[K],3.0[K],1.4[K],,,7.6[K],4.4[K],7.6[K]
D9,Navamsa,Sun,Moon,3.7[G],13.3[G],19.6[G],12.2[G],6.1[G],25.7[G],17.8[G],11.2[G],5.3[G],,,28.6[G],16.7[G],28.6[G]
D9,Navamsa,Sun,Mars,3.9[G],14.0[G],20.6[G],12.8[G],6.4[G],26.9[G],18.7[G],11.8[G],5.6[G],,,30.0[G],17.5[G],30.0[G]
D9,Navamsa,Sun,Mercury,,,,,,,,,,,,,,
D9,Navamsa,Sun,Jupiter,3.6[G],12.9[G],19.0[G],11.8[G],5.9[G],24.9[G],17.2[G],10.9[G],5.1[G],,,27.7[G],16.2[G],27.7[G]
D9,Navamsa,Sun,Venus,,,,,,,,,,,,,,
D9,Navamsa,Sun,Saturn,,,,,,,,,,,,,,
D9,Navamsa,Moon,Sun,,11.9[G],11.6[G],41.0[G],29.6[G],16.8[G],5.1[G],,,42.7[G],2.4[G],19.8[G],25.7[G],6.3[G]
D9,Navamsa,Moon,Moon,,4.0[K],3.9[K],13.6[K],9.9[K],5.6[K],1.7[K],,,14.2[K],0.8[K],6.6[K],8.5[K],2.1[K]
D9,Navamsa,Moon,Mars,,,,,,,,,,,,,,
D9,Navamsa,Moon,Mercury,,12.8[G],12.4[G],44.0[G],31.8[G],18.1[G],5.4[G],,,45.9[G],2.6[G],21.2[G],27.6[G],6.8[G]
D9,Navamsa,Moon,Jupiter,,23.8[G],23.1[G],81.8[G],59.1[G],33.5[G],10.1[G],,,85.2[G],4.8[G],39.4[G],51.3[G],12.6[G]
D9,Navamsa,Moon,Venus,,,,,,,,,,,,,,
D9,Navamsa,Moon,Saturn,,,,,,,,,,,,,,
D9,Navamsa,Mercury,Sun,5.4[G],31.3[G],72.4[G],53.2[G],4.1[G],96.1[G],68.8[G],46.2[G],25.7[G],3.7[G],,99.0[G],28.3[G],99.0[G]
D9,Navamsa,Mercury,Moon,2.5[R],14.3[R],33.1[R],24.3[R],1.9[R],43.9[R],31.5[R],21.1[R],11.7[R],1.7[R],,45.3[R],12.9[R],45.3[R]
D9,Navamsa,Mercury,Mars,,,,,,,,,,,,,,
D9,Navamsa,Mercury,Mercury,0.9[K],5.2[K],12.1[K],8.9[K],0.7[K],16.0[K],11.5[K],7.7[K],4.3[K],0.6[K],,16.5[K],4.7[K],16.5[K]
D9,Navamsa,Mercury,Jupiter,,,,,,,,,,,,,,
D9,Navamsa,Mercury,Venus,,,,,,,,,,,,,,
D9,Navamsa,Mercury,Saturn,,,,,,,,,,,,,,
D9,Navamsa,Jupiter,Sun,,,,,,,,,,,,,,
D9,Navamsa,Jupiter,Moon,,49.0[G],8.8[G],69.3[G],53.6[G],54.9[G],10.7[G],,,69.6[G],1.4[G],27.2[G],60.0[G],7.8[G]
D9,Navamsa,Jupiter,Mars,,49.0[G],8.8[G],69.3[G],53.6[G],54.9[G],10.7[G],,,69.6[G],1.4[G],27.2[G],60.0[G],7.8[G]
D9,Navamsa,Jupiter,Mercury,,23.8[R],4.3[R],33.6[R],26.0[R],26.7[R],5.2[R],,,33.8[R],0.7[R],13.2[R],29.1[R],3.8[R]
D9,Navamsa,Jupiter,Jupiter,,8.2[K],1.5[K],11.6[K],8.9[K],9.2[K],1.8[K],,,11.6[K],0.2[K],4.5[K],10.0[K],1.3[K]
D9,Navamsa,Jupiter,Venus,,18.5[R],3.3[R],26.1[R],20.2[R],20.7[R],4.1[R],,,26.2[R],0.5[R],10.2[R],22.6[R],2.9[R]
D9,Navamsa,Jupiter,Saturn,,,,,,,,,,,,,,
D9,Navamsa,Saturn,Sun,,,,,,,,,,,,,,
D9,Navamsa,Saturn,Moon,,6.3[R],20.3[R],15.7[R],9.6[R],5.9[R],19.0[R],14.2[R],11.8[R],20.7[R],,,5.8[R],
D9,Navamsa,Saturn,Mars,,6.9[R],22.4[R],17.3[R],10.6[R],6.5[R],20.9[R],15.7[R],13.1[R],22.8[R],,,6.4[R],
D9,Navamsa,Saturn,Mercury,,,,,,,,,,,,,,
D9,Navamsa,Saturn,Jupiter,,,,,,,,,,,,,,
D9,Navamsa,Saturn,Venus,,24.1[G],78.4[G],60.4[G],37.2[G],22.9[G],73.2[G],54.7[G],45.7[G],79.7[G],,,22.3[G],
D9,Navamsa,Saturn,Saturn,,4.0[K],13.1[K],10.1[K],6.2[K],3.8[K],12.2[K],9.1[K],7.6[K],13.3[K],,,3.7[K],
D10,Dasamsa,Sun,Sun,1.5[K],5.3[K],7.7[K],4.8[K],2.4[K],10.1[K],7.0[K],4.4[K],2.1[K],,,11.3[K],6.6[K],11.3[K]
D10,Dasamsa,Sun,Moon,5.5[G],19.8[G],29.2[G],18.1[G],9.1[G],38.2[G],26.4[G],16.7[G],7.9[G],,,42.6[G],24.8[G],42.6[G]
