Varga,Varga_Name,Giver,Receiver,Is_Diagonal,Raw_Text,Value_1,Color_1,Value_2,Color_2,Vimsho_Score,Net_Modifier
D60,Shastiamsa,Sun,Sun,True,11.3,11.3,K,,,11.3,26.8
D60,Shastiamsa,Sun,Moon,False,0.1[G],0.1,G,,,,51.0
D60,Shastiamsa,Sun,Mars,False,1.0[G],1.0,G,,,,103.3
D60,Shastiamsa,Sun,Mercury,False,47.3[G],47.3,G,,,,42.1
D60,Shastiamsa,Sun,Jupiter,False,,,,,,,95.8
D60,Shastiamsa,Sun,Venus,False,,,,,,,-14.4
D60,Shastiamsa,Sun,Saturn,False,,,,,,,5.8
D60,Shastiamsa,Moon,Sun,False,8.7[G],8.7,G,,,,26.8
D60,Shastiamsa,Moon,Moon,True,15.8,15.8,K,,,15.8,51.0
D60,Shastiamsa,Moon,Mars,False,44.5[G],44.5,G,,,,103.3
D60,Shastiamsa,Moon,Mercury,False,5.2[R],5.2,R,,,,42.1
D60,Shastiamsa,Moon,Jupiter,False,35.1[G],35.1,G,,,,95.8
D60,Shastiamsa,Moon,Venus,False,14.4[R],14.4,R,,,,-14.4
D60,Shastiamsa,Moon,Saturn,False,18.8[R],18.8,R,,,,5.8
D60,Shastiamsa,Mars,Sun,False,10.8[G],10.8,G,,,,26.8
D60,Shastiamsa,Mars,Moon,False,,,,,,,51.0
D60,Shastiamsa,Mars,Mars,True,14.8*2,14.8,K,,,14.8*2,103.3
D60,Shastiamsa,Mars,Mercury,False,,,,,,,42.1
D60,Shastiamsa,Mars,Jupiter,False,35.1[G],35.1,G,,,,95.8
D60,Shastiamsa,Mars,Venus,False,,,,,,,-14.4
D60,Shastiamsa,Mars,Saturn,False,16.7[R],16.7,R,,,,5.8
D60,Shastiamsa,Mercury,Sun,False,,,,,,,26.8
D60,Shastiamsa,Mercury,Moon,False,3.6[G],3.6,G,,,,51.0
D60,Shastiamsa,Mercury,Mars,False,1.5[R],1.5,R,,,,103.3
D60,Shastiamsa,Mercury,Mercury,True,15.8,15.8,K,,,15.8,42.1
D60,Shastiamsa,Mercury,Jupiter,False,1.0[R],1.0,R,,,,95.8
D60,Shastiamsa,Mercury,Venus,False,2.2[G],2.2,G,,,,-14.4
D60,Shastiamsa,Mercury,Saturn,False,,,,,,,5.8
D60,Shastiamsa,Jupiter,Sun,False,7.3[G],7.3,G,,,,26.8
D60,Shastiamsa,Jupiter,Moon,False,47.3[G],47.3,G,,,,51.0
D60,Shastiamsa,Jupiter,Mars,False,44.5[G],44.5,G,,,,103.3
D60,Shastiamsa,Jupiter,Mercury,False,,,,,,,42.1
D60,Shastiamsa,Jupiter,Jupiter,True,11.7,11.7,K,,,11.7,95.8
D60,Shastiamsa,Jupiter,Venus,False,,,,,,,-14.4
D60,Shastiamsa,Jupiter,Saturn,False,,,,,,,5.8
D60,Shastiamsa,Venus,Sun,False,,,,,,,26.8
D60,Shastiamsa,Venus,Moon,False,,,,,,,51.0
D60,Shastiamsa,Venus,Mars,False,,,,,,,103.3
D60,Shastiamsa,Venus,Mercury,False,,,,,,,42.1
D60,Shastiamsa,Venus,Jupiter,False,8.5[R],8.5,R,,,,95.8
D60,Shastiamsa,Venus,Venus,True,15.2,15.2,K,,,15.2,-14.4
D60,Shastiamsa,Venus,Saturn,False,41.3[G],41.3,G,,,,5.8
D60,Shastiamsa,Saturn,Sun,False,,,,,,,26.8
D60,Shastiamsa,Saturn,Moon,False,,,,,,,51.0
D60,Shastiamsa,Saturn,Mars,False,,,,,,,103.3
D60,Shastiamsa,Saturn,Mercury,False,,,,,,,42.1
D60,Shastiamsa,Saturn,Jupiter,False,,,,,,,95.8
D60,Shastiamsa,Saturn,Venus,False,14.4[R],14.4,R,,,,-14.4
D60,Shastiamsa,Saturn,Saturn,True,13.8,13.8,K,,,13.8,5.8
